painRating,studyId
23.8,1
35.2,1
26.9,1
61.9,1
37.2,1
41,1
48.4,1
33.1,1
65.4,1
50.4,1
18.2,1
18.9,1
14.1,1
15.9,1
31.3,1
38.8,1
19.3,1
15.4,1
44.7,1
35.3,1
29.2,1
22.6,1
40.5,1
20.9,1
26.6,1
48.3,1
21.1,1
41.8,1
70.9,1
29.1,1
25.7,1
58.8,1
45.8,1
31.3,1
61.8,1
21.9,1
23.8,1
33.2,1
45.9,1
60.8,1
38.2,1
37.8,1
36.9,1
40,1
63.5,1
53,1
28.6,1
16.4,1
27,1
17,1
57.4,1
59.1,1
44.9,1
18.5,1
54.9,1
56.5,1
73.1,1
73.6,1
58.8,1
49.1,1
27,1
24.3,1
57.6,1
42.5,1
42.6,1
36.2,1
59.9,1
25,1
28.4,1
67.9,1
45.4,1
67.4,1
36.7,1
60.5,1
80.5,1
72.9,1
32.9,1
35.5,1
50.5,1
77.5,1
76.9,1
31.7,1
64.2,1
66.8,1
48.7,1
66.8,1
34.1,1
35.8,1
75.4,1
57.8,1
35.7,1
74.8,1
38.8,1
27.7,1
45.5,1
46.6,1
72.4,1
64.5,1
18.7,1
22.8,1
40.3,1
25.3,1
73.7,1
56.5,1
50.3,1
46.5,1
25.6,1
28.8,1
22,1
25.1,1
66.3,1
63.5,1
24.8,1
33.2,1
31.4,1
33.8,1
22,1
29.9,1
73.2,1
39.6,1
44,1
33.1,1
74.5,1
61.7,1
22.3,1
54.8,1
55.3,1
49.1,1
59.1,1
30.8,1
35.6,1
51.9,1
35.9,1
22,1
54.7,1
22.8,1
43,1
61.1,1
57,1
40.6,1
68.5,1
16.9,1
17.8,1
40,1
51.7,1
15.4,1
72.3,1
18.1,1
25.2,1
72.5,1
19.1,1
37.2,1
74.5,1
26.3,1
32,1
18.5,1
54,1
44.4,1
33.9,1
35.3,1
25.1,1
18.7,1
83.5,1
30,1
48.2,1
58.1,1
16.1,1
39.4,1
51.3,1
32.3,1
18.2,1
51.4,1
71.6,1
83.9,1
51.7,1
55.8,1
82,1
16.1,1
43.5,1
40.2,1
26.5,1
83.9,1
82.4,1
85,1
32.4,1
14.9,1
19.1,1
85,1
17.2,1
14.9,1
17,1
15.1,1
83.8,1
53.9,1
47.4,1
18.3,1
55.2,1
30.7,1
25.3,1
52.5,1
52.2,1
21.2,1
53.7,1
23.2,1
29.2,1
26.1,1
23.4,1
43.8,1
33.1,1
22,1
28.5,1
37.6,1
26.9,1
19.3,1
22.4,1
65.5,1
22.1,1
34.9,1
31.9,1
30.7,1
44.4,1
29.5,1
24.3,1
20.2,1
36.1,1
42.6,1
28.6,1
26.8,1
29.9,1
33,1
32.2,1
28.6,1
37,1
23.1,1
25.8,1
38.8,1
25.7,1
28.3,1
33.4,1
31.8,1
22.4,1
38.8,1
27.5,1
29,1
42,1
24.4,1
26.2,1
27,1
30.2,1
25.5,1
23.8,1
34.3,1
39.6,1
22,1
26.1,1
38.6,1
22.4,1
42.8,1
43.6,1
31.2,1
29.2,1
26.6,1
20.2,1
45.5,1
28.2,1
19,1
22.8,1
23.8,1
34.2,1
44.5,1
38.3,1
30.3,1
32.6,1
36.4,1
26.8,1
40.8,1
37.8,1
36.1,1
23.4,1
26.7,1
29.6,1
42.3,1
57.6,1
63.1,1
21.8,1
30.7,1
56.6,1
51.5,1
30.9,1
65,1
28.2,1
48.2,1
66.9,1
66.5,1
24,1
20.5,1
49.4,1
74.9,1
19.7,1
51.1,1
71.8,1
40.1,1
37.3,1
34.6,1
76.6,1
48.4,1
18.8,1
20.3,1
20.1,1
24.9,1
67,1
60.3,1
44.1,1
34.6,1
66,1
54.6,1
33.4,1
22.6,1
66.9,1
26.8,1
53.6,1
60.5,1
70.7,1
18.5,1
26.6,1
45.5,1
21.5,1
60.1,1
70.5,1
29.2,1
20.3,1
54.3,1
20.5,1
34.2,1
70.5,1
38.6,1
38,1
56.2,1
69.8,1
20.4,1
24.8,1
19.3,1
37.1,1
49.5,1
44.3,1
36.4,1
35.5,1
21.6,1
53.3,1
23.8,1
27,1
16.1,1
22.9,1
71.7,1
40.9,1
33,1
31.7,1
52.4,1
42,1
29,1
34.8,1
46.3,1
51.5,1
45.4,1
26.4,1
39.1,1
35.6,1
45.4,1
69.8,1
38.3,1
40,1
46.7,1
46.2,1
43.1,1
28.4,1
40,1
65.8,1
41.7,1
59.9,1
49.2,1
63.4,1
70.9,1
47.3,1
50.6,1
72.1,1
83,1
36.4,1
35.1,1
36.8,1
74.3,1
55.1,1
56.4,1
75.6,1
49.8,1
62.5,1
41.1,1
45.8,1
29.4,1
30.3,1
57,1
57.6,1
27.8,1
46.4,1
32.3,1
51.7,1
76,1
79.7,1
51.8,1
68.4,1
58.1,1
42.5,1
79.1,1
48,1
71.7,1
69.3,1
27.3,1
68.3,1
66.8,1
55,1
79.8,1
40,1
33.7,1
43.6,1
40.7,1
60.3,1
67.9,1
50.7,1
55.8,1
50.2,1
54.5,1
53.1,1
67.3,1
51.8,1
35.4,1
79.7,1
37.5,1
63.4,1
61.7,1
39.3,1
74.2,1
47.5,1
56.4,1
63.7,1
35.3,1
50.8,1
49.4,1
40.8,1
60.1,1
77.9,1
40.5,1
36.3,1
52.6,1
52.2,1
53.4,1
60.7,1
56.5,1
38.4,1
29.7,1
36.3,1
72,1
60.6,1
59.3,1
44.8,1
52,1
37.8,1
78,1
81,1
55.9,1
57.1,1
46.6,1
49.5,1
61.2,1
66,1
36.4,1
47.5,1
38.5,1
56,1
54,1
60.3,1
70.8,1
53,1
79.8,1
52.5,1
44.7,1
78.2,1
49,1
60.4,1
46,1
71.7,1
39.8,1
52.6,1
50.1,1
46.2,1
81.4,1
23.8,1
28,1
16.3,1
22.4,1
31.3,1
23.8,1
22.8,1
26,1
48.2,1
15.8,1
15.8,1
27.8,1
20.5,1
43.4,1
49.9,1
34,1
29,1
25.7,1
39.5,1
29.1,1
17.2,1
46.1,1
16.9,1
29.1,1
39.8,1
25.7,1
37,1
28.8,1
47.4,1
50.1,1
32.7,1
17.4,1
26.8,1
34.9,1
51.2,1
39,1
45.8,1
26,1
28.8,1
37.4,1
15.9,1
16.8,1
43.4,1
23.5,1
51,1
14.6,1
25.2,1
27,1
26.7,1
45.6,1
48.1,1
15.2,1
28.4,1
38,1
26.1,1
42.8,1
22.1,1
29.3,1
16.6,1
21.1,1
38,1
32.8,1
22.3,1
40.8,1
40.3,1
29.1,1
14.1,1
26.5,1
21.2,1
39.1,1
27.6,1
23.9,1
17.3,1
26,1
40.9,1
36.1,1
19.7,1
18.9,1
51.1,1
63.3,1
22,1
22.9,1
50.3,1
50.3,1
24.5,1
45.5,1
24.2,1
53.4,1
38.8,1
16.2,1
28,1
38,1
19.9,1
17.1,1
49.3,1
43.7,1
51.4,1
40.3,1
47,1
70.7,1
36.6,1
19,1
22.7,1
43.2,1
45.5,1
49.8,1
41,1
53.6,1
41.9,1
23.5,1
25.9,1
35.1,1
24.9,1
37.1,1
37.2,1
27.1,1
33.7,1
18.6,1
25.1,1
23.5,1
26.3,1
68.1,1
42.5,1
39.4,1
21.1,1
26.1,1
28.6,1
49.4,1
49.9,1
47.5,1
27.2,1
77.8,1
39.2,1
21.1,1
27.3,1
27.6,1
74.4,1
76.9,1
57.8,1
30,1
60.5,1
53,1
22.7,1
15.6,1
22.7,1
15.3,1
28.5,1
45.3,1
15.6,1
69.6,1
28.2,1
43.9,1
17.1,1
26.9,1
26.2,1
47.4,1
20.8,1
17.6,1
23.6,1
28.6,1
46.6,1
26,1
59.5,1
50.5,1
38.7,1
40.7,1
36.2,1
54.5,1
30.9,1
27.2,1
49.8,1
26.4,1
26.3,1
62.3,1
46.4,1
42.8,1
22.2,1
49.3,1
27.5,1
29.1,1
60.2,1
46.9,1
62.9,1
24.7,1
34.4,1
27,1
24.2,1
52.5,1
53.2,1
26,1
35.4,1
48.9,1
38.1,1
71,1
79.3,1
36,1
31.7,1
40.9,1
50.4,1
58.4,1
65.9,1
37.9,1
39.6,1
57.4,1
25.6,1
19,1
68,1
42.3,1
74.1,1
38.7,1
28.5,1
19.3,1
35.9,1
25.5,1
33.4,1
67.7,1
32.3,1
54.4,1
44.8,1
15.1,1
39.2,1
19.5,1
14.1,1
54.5,1
81.6,1
36.3,1
79.2,1
81.8,1
42,1
39.5,1
67,1
36.5,1
75.5,1
52.3,1
37.8,1
26.7,1
26.8,1
50.9,1
39.4,1
48.9,1
25.2,1
52,1
26.1,1
20.5,1
20.1,1
33,1
51.9,1
43.2,1
32.6,1
31,1
48.2,1
28.4,1
18.9,1
27.1,1
25.6,1
52,1
57.8,1
43,1
23.7,1
36.9,1
43.5,1
51.4,1
40.2,1
38.6,1
26,1
25.8,1
26.3,1
58.9,1
60.6,1
27.5,1
36.1,1
27,1
24.5,1
45.2,1
52.4,1
24.3,1
24.4,1
36.2,1
33.8,1
25.9,1
23.5,1
48.6,1
25.5,1
20.2,1
39.9,1
27.8,1
49.8,1
30.7,1
55.8,1
50.7,1
37.5,1
41.8,1
38.1,1
50.9,1
54.8,1
40,1
50.8,1
47,1
52,1
36.9,1
49.6,1
25.2,1
40.4,1
52.8,1
51.7,1
55.1,1
22.9,1
37.9,1
54.4,1
38.3,1
26.8,1
45.5,1
25.7,1
29.3,1
32.5,1
22.9,1
25.6,1
27.5,1
17.1,1
19.8,1
26.8,1
20.2,1
39.8,1
46.2,1
44,1
31.3,1
44.9,1
29.5,1
38.3,1
44.6,1
38.6,1
36.5,1
41.4,1
33,1
28.9,1
44,1
32.2,1
34.3,1
35.2,1
32.6,1
48.1,1
21.3,1
24.9,1
19.5,1
16.5,1
39.2,1
41,1
41.3,1
28.7,1
35.6,1
29.8,1
43.5,1
36.8,1
30.5,1
29.5,1
22.6,1
32.1,1
35.8,1
40,1
30.2,1
34.6,1
16.6,1
37.6,1
34.9,1
36.7,1
23.9,1
23.4,1
40.5,1
37.6,1
42.5,1
47.4,1
27.5,1
38.4,1
32.3,1
30.3,1
32.4,1
44.6,1
37.4,1
47.8,1
49.6,1
37,1
40.4,1
42.6,1
38.7,1
48.1,1
48.1,1
40.2,1
36.4,1
32.9,1
42.1,1
47,1
43.8,1
35.8,1
34.1,1
25.5,1
26.1,1
26.9,1
36.1,1
29.9,1
19.9,1
21.5,1
25.8,1
35.3,1
22.8,1
30.2,1
19.6,1
18.6,1
31.6,1
29.7,1
16.5,1
14.1,1
29.8,1
29.8,1
32.6,1
33,1
16.6,1
27.8,1
29.3,1
25.3,1
30.5,1
20.6,1
27.3,1
37.9,1
33.5,1
15.6,1
21.9,1
15.6,1
25.8,1
36.8,1
39.3,1
18.1,1
30,1
34.6,1
23.1,1
21.2,1
38.7,1
33.3,1
38.9,1
16.5,1
17.1,1
18.2,1
27.5,1
39.3,1
38.3,1
34.4,1
31.3,1
21,1
18.9,1
31.5,1
20.6,1
40,1
38.7,1
29.6,1
16.7,1
30.6,1
39,1
17.1,1
21.9,1
31.8,1
32.7,1
22.5,1
32.4,1
22.9,1
32.6,1
29,1
22.8,1
17.1,1
35.4,1
19.6,1
25.5,1
31.9,1
17.1,1
58.9,1
35.1,1
37.7,1
34.3,1
43.7,1
21.9,1
19.7,1
41,1
27.9,1
41.8,1
25.2,1
20.1,1
54.2,1
20.3,1
25.9,1
39.5,1
29,1
38.6,1
28.1,1
37.7,1
32.4,1
14.1,1
35.2,1
31.3,1
39.7,1
44.6,1
21.5,1
29.2,1
24.7,1
41.8,1
29.7,1
28.4,1
39.2,1
49.8,1
29.4,1
23.7,1
38.4,1
41.3,1
20.7,1
21.6,1
53,1
21.8,1
24.5,1
23.6,1
52.6,1
19.5,1
31.5,1
21.7,1
55.7,1
26.5,1
24.6,1
38.9,1
24.4,1
39.2,1
41.7,1
50.3,1
25,1
24.1,1
38.2,1
24.1,1
24.9,1
40.1,1
28.8,1
40.9,1
47.6,1
39.5,1
37,1
33.4,1
49.1,1
43.6,1
37.9,1
27.4,1
24.3,1
37.8,1
33.2,1
22.9,1
41.4,1
29,1
42.7,1
25.7,1
22.6,1
33,1
41.8,1
28.5,1
24.1,1
37.3,1
38.5,1
21.1,1
23.8,1
30.5,1
24.4,1
26.5,1
26.6,1
38.5,1
25.4,1
19.8,1
23.5,1
25.4,1
29.3,1
28.7,1
24.5,1
27.1,1
32.5,1
38.6,1
28,1
27.7,1
25.1,1
24.8,1
32.7,1
23,1
25.8,1
29.4,1
22.4,1
35.2,1
37.1,1
32.1,1
27.7,1
25.9,1
29.1,1
25.8,1
23.6,1
26.3,1
36.7,1
35.3,1
28.8,1
22.1,1
24.2,1
31.5,1
32.1,1
31.4,1
23.7,1
25.2,1
28.4,1
28,1
32.7,1
30.9,1
32.6,1
26.1,1
20,1
27.8,1
23.3,1
37.3,1
49,1
36.5,1
55.2,1
62.8,1
62.8,1
41.9,1
64.3,1
62,1
48.7,1
44.1,1
50.4,1
36,1
37.4,1
46.9,1
63,1
54.8,1
49,1
33.5,1
59.6,1
38.9,1
51.8,1
36.1,1
65,1
52.4,1
45.9,1
48.7,1
37.2,1
62.3,1
69,1
54.9,1
53.4,1
63.2,1
55.6,1
44.1,1
55.1,1
37.2,1
69.7,1
63.4,1
56.2,1
49.3,1
52.1,1
61.6,1
27.7,1
53.7,1
41.1,1
56,1
53.3,1
46.3,1
59.7,1
53.2,1
59.3,1
57.6,1
63.3,1
71.7,1
63.2,1
36.6,1
29.6,1
27.2,1
51.4,1
61.5,1
55.7,1
51.5,1
59.7,1
66.4,1
43.6,1
60.4,1
65.9,1
65.3,1
50.9,1
70.3,1
48.4,1
43.3,1
44.4,1
44.3,1
47.9,1
37.5,1
38.4,1
48.7,1
36.6,1
49.8,1
32.8,1
50.1,1
48.2,1
34.5,1
26.7,1
43.8,1
40.4,1
49.2,1
43.9,1
25,1
49.1,1
50.1,1
37.7,1
33.8,1
47.1,1
40.5,1
48.6,1
52.4,1
25.1,1
25.1,1
37.8,1
26.1,1
47,1
60.3,1
45.8,1
46.5,1
27.7,1
35.4,1
22.7,1
17.8,1
31.8,1
25.9,1
26.7,1
37.5,1
33.8,1
40.3,1
47.1,1
37.8,1
25.3,1
47.9,1
27.3,1
42.1,1
43.7,1
48.9,1
43.1,1
42.5,1
47.9,1
39.1,1
36.7,1
38.4,1
30.3,1
50,1
45.7,1
25.5,1
29.1,1
16.6,1
29.5,1
44.2,1
25.5,1
42.9,1
51,1
39.5,1
40.8,1
21.6,1
34.4,1
45.4,1
34.4,1
25.1,1
31.1,1
43.2,1
39.1,1
36.8,1
49.7,1
41.1,1
32.3,1
45.6,1
51.6,1
47.4,1
37.1,1
40.2,1
51,1
44.9,1
43.9,1
38,1
32.9,1
51.9,1
54.2,1
43.4,1
48.3,1
50.3,1
48.2,1
46.3,1
49.9,1
53.7,1
45.1,1
46.8,1
50.9,1
45.9,1
51.1,1
40.5,1
55,1
38.4,1
52.3,1
46.3,1
53.1,1
49.2,1
46.9,1
42.5,1
48.8,1
43.4,1
53,1
55.7,1
52,1
51.8,1
47.1,1
52.4,1
51.7,1
51.4,1
50.8,1
43.2,1
46.7,1
45.1,1
49.7,1
52.9,1
50.4,1
53,1
52.6,1
46.5,1
43.3,1
44.7,1
53.6,1
53,1
45.7,1
50.8,1
43.4,1
45.5,1
45.8,1
33.7,1
42.7,1
41.9,1
38.1,1
45.6,1
41.6,1
33.7,1
49.3,1
42.3,1
33.5,1
35.5,1
47.4,1
41.6,1
37,1
28.7,1
49.2,1
36.7,1
29.1,1
40.8,1
44.6,1
35.9,1
45.7,1
42.7,1
35.2,1
52.9,1
48.4,1
42,1
43.6,1
59.8,1
33.8,1
39,1
50.1,1
62.3,1
40.9,1
47.8,1
30.4,1
41.8,1
42,1
35.9,1
52.8,1
42.2,1
61.4,1
43.5,1
47.4,1
41.5,1
59.3,1
51.5,1
30,1
35,1
26,1
42.4,1
46,1
33.7,1
27.9,1
44.5,1
26.1,1
22.2,1
45,1
28.2,1
44.2,1
40.9,1
37.9,1
51.8,1
27.6,1
42.7,1
35.1,1
47.2,1
53.5,1
42.1,1
24.6,1
39.3,1
51.4,1
29.9,1
16.6,1
56,1
30.6,1
65.4,1
26.1,1
33.6,1
36.7,1
19.5,1
43,1
58.9,1
37.1,1
31.6,1
56.4,1
23,1
14.1,1
18.2,1
29.5,1
37.7,1
50,1
19.5,1
23.1,1
56.6,1
55,1
29.2,1
32.7,1
54.9,1
25.1,1
31.6,1
63.8,1
26.5,1
41.8,1
38.8,1
51.5,1
55,1
31.9,1
27.2,1
32.7,1
55.9,1
37.9,1
58.5,1
58.8,1
23.5,1
31.6,1
48.7,1
56.3,1
25.8,1
34.7,1
29.9,1
27.2,1
25.1,1
29.1,1
17,1
52.4,1
32.9,1
57.8,1
52.7,1
21.2,1
23.3,1
25.1,1
58.6,1
30.9,1
17.2,1
17.3,1
17.8,1
17.4,1
24.9,1
20.2,1
15.1,1
20.3,1
46.3,1
28,1
57.2,1
52.9,1
43,1
37.3,1
51.5,1
30.1,1
45.3,1
42.6,1
46.7,1
42.7,1
38.8,1
51.2,1
38.4,1
38.5,1
49.4,1
43.3,1
45,1
55.7,1
31.7,1
29.1,1
47.9,1
43.5,1
31.9,1
43.9,1
41.7,1
40.8,1
36,1
53.1,1
56.2,1
43.4,1
47.7,1
50.9,1
56.9,1
61.9,1
28.1,1
30.4,1
40.7,1
31.2,1
55,1
58.1,1
51.3,1
47.3,1
53.5,1
46.6,1
59.2,1
46.4,1
41.7,1
46.4,1
36.6,1
42.3,1
54.6,1
51.7,1
21.2,1
25.5,1
18.1,1
25.8,1
43.9,1
48,1
36,1
30,1
57.4,1
43.5,1
41.8,1
30.7,1
46.8,1
50.2,1
53.3,1
49.7,1
46,1
45.6,1
51.6,1
48.1,1
42.9,1
51.6,1
55.5,1
54.4,1
49.3,1
34.9,1
35.6,1
38.8,1
33.3,1
41.3,1
45.5,1
44.6,1
40,1
46.5,1
44,1
34.3,1
41.1,1
40.5,1
39,1
39,1
46.8,1
38.4,1
41.3,1
36.9,1
42.3,1
40.6,1
33.9,1
44,1
39.2,1
32.2,1
45.9,1
45.7,1
43.6,1
39.1,1
39.3,1
46,1
42.1,1
42,1
47.9,1
38.4,1
40.8,1
40.6,1
42.3,1
40.4,1
36.4,1
35.3,1
37.5,1
35.7,1
38.8,1
35.7,1
34.5,1
33.8,1
39.8,1
40.3,1
36.6,1
42,1
37.2,1
43.6,1
33.7,1
33.2,1
33,1
34.4,1
39,1
40.4,1
40.5,1
38.6,1
37.2,1
27.1,1
29.1,1
32.5,1
37.6,1
38.5,1
30.1,1
37.8,1
39.7,1
44.3,1
42.7,1
32.4,1
42.1,1
43.9,1
44.9,1
3.9046511627907,2
4.40697674418605,2
7.84883720930233,2
7.84883720930233,2
7.73720930232558,2
1.6906976744186,2
7.4953488372093,2
2.15581395348837,2
3.79302325581395,2
7.97906976744186,2
2.24883720930233,2
8.03488372093023,2
7.68139534883721,2
2.56511627906977,2
7.94186046511628,2
3.16046511627907,2
4.53720930232558,2
7.88604651162791,2
3.96046511627907,2
7.58837209302326,2
3.84883720930233,2
4.74186046511628,2
2.39767441860465,2
4.42558139534884,2
8.38837209302326,2
3.79302325581395,2
3.40232558139535,2
3.47674418604651,2
2.36046511627907,2
4.57441860465116,2
7.64418604651163,2
2.54651162790698,2
6.17441860465116,2
3.21627906976744,2
6.56511627906977,2
3.32790697674419,2
7.88604651162791,2
2.04418604651163,2
7.83023255813954,2
5.07674418604651,2
5.74651162790698,2
7.34651162790698,2
8.40697674418605,2
4.33255813953488,2
6.6953488372093,2
3.71860465116279,2
4.76046511627907,2
7.75581395348837,2
6.78837209302326,2
3.45813953488372,2
8.16511627906977,2
3.83023255813954,2
6.5093023255814,2
3.23488372093023,2
4.63023255813953,2
8.18372093023256,2
8.33255813953488,2
3.58837209302326,2
4.61162790697674,2
7.21627906976744,2
8.22093023255814,2
7.17906976744186,2
5.54186046511628,2
4.27674418604651,2
4.05348837209302,2
8.25813953488372,2
8.25813953488372,2
2.82558139534884,2
7.1046511627907,2
1.87674418604651,2
5.41162790697674,2
3.79302325581395,2
7.96046511627907,2
7.4953488372093,2
2.6953488372093,2
7.86744186046512,2
3.14186046511628,2
3.03023255813954,2
7.1046511627907,2
5.0953488372093,2
6.06279069767442,2
3.34651162790698,2
6.08139534883721,2
5.03953488372093,2
5.18837209302326,2
4.22093023255814,2
7.99767441860465,2
3.29069767441861,2
6.6953488372093,2
5.91395348837209,2
4.33255813953488,2
6.13720930232558,2
7.81162790697674,2
5.8953488372093,2
3.97906976744186,2
5.16976744186046,2
6.02558139534884,2
4.42558139534884,2
2.9,2
2.5093023255814,2
4.03488372093023,2
6.80697674418605,2
2.91860465116279,2
2.9,2
5.76511627906977,2
3.71860465116279,2
7.45813953488372,2
5.39302325581395,2
3.88604651162791,2
8.22093023255814,2
5.80232558139535,2
5.05813953488372,2
3.12325581395349,2
3.29069767441861,2
2.45348837209302,2
6.93720930232558,2
3.45813953488372,2
4.16511627906977,2
3.04883720930233,2
8.1093023255814,2
6.21162790697674,2
1.98837209302326,2
7.06744186046512,2
1.24418604651163,2
2.21162790697674,2
7.14186046511628,2
1.20697674418605,2
7.06744186046512,2
6.13720930232558,2
1.13255813953488,2
7.08604651162791,2
1.28139534883721,2
3.14186046511628,2
8.0906976744186,2
3.19767441860465,2
7.16046511627907,2
3.06744186046512,2
6.15581395348837,2
5.03953488372093,2
6.88139534883721,2
4.18372093023256,2
7.92325581395349,2
0.965116279069768,2
5.22558139534884,2
0.983720930232558,2
2.15581395348837,2
7.03023255813953,2
7.9046511627907,2
1.96976744186047,2
1.65348837209302,2
4.98372093023256,2
2.36046511627907,2
5.76511627906977,2
2.65813953488372,2
7.96046511627907,2
1.98837209302326,2
5.18837209302326,2
1.11395348837209,2
2.1,2
7.23488372093023,2
1.20697674418605,2
5.0953488372093,2
2.9,2
4.14651162790698,2
2.97441860465116,2
7.03023255813953,2
0.872093023255814,2
6.08139534883721,2
4.8906976744186,2
4.42558139534884,2
5.93255813953488,2
2.41627906976744,2
5.0953488372093,2
1.7093023255814,2
1.00232558139535,2
6.76976744186046,2
4.35116279069767,2
3.58837209302326,2
8.46279069767442,2
8.0906976744186,2
8.0906976744186,2
2.5093023255814,2
7.68139534883721,2
2.11860465116279,2
3.17906976744186,2
7.08604651162791,2
2.58372093023256,2
6.43488372093023,2
6.5093023255814,2
1.56046511627907,2
7.58837209302326,2
1.11395348837209,2
7.71860465116279,2
4.42558139534884,2
4.48139534883721,2
5.00232558139535,2
3.53255813953488,2
8.16511627906977,2
6.43488372093023,2
5.74651162790698,2
7.81162790697674,2
4.44418604651163,2
4.44418604651163,2
3.81162790697674,2
2.24883720930233,2
4.48139534883721,2
7.64418604651163,2
1.7093023255814,2
7.16046511627907,2
4.36976744186047,2
4.68604651162791,2
5.26279069767442,2
8.05348837209302,2
2.97441860465116,2
6.02558139534884,2
2.11860465116279,2
4.81627906976744,2
7.12325581395349,2
2.23023255813954,2
2.15581395348837,2
1.52325581395349,2
1.87674418604651,2
6.60232558139535,2
4.2953488372093,2
7.55116279069767,2
3.23488372093023,2
6.63953488372093,2
4.20232558139535,2
4.8906976744186,2
2.24883720930233,2
