region,fRSN,cRSN,painPathways,neurosynth,fullBrain,task,Thermal_Pain1_V1,Thermal_Pain2_V2,Visceral_Pain1,Visceral_Pain2,Mechanical_Pain1,Mechanical_Pain2,Cog_WM1,Cog_WM2,Cog_Inhib1,Cog_Inhib2,Cog_RespSel1,Cog_RespSel2,Emotion_AversiveImg1,Emotion_AversiveImg2,Emotion_Rejection1,Emotion_Vicarious_Pain2,Emotion_AversiveSnd1_V4,Emotion_Aversive_Snd2
-0.0281394568758499,0.956727464567935,0.21797379227581,0.850275424307437,1.89788573387966,1.98100583009315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.824818467802116,1.63862644355298,2.93290274406468,1.08061993694855,3.59180050606282,3.99528689040285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1139719077193,0.885987517563715,0.541083305621496,1.09269892587851,2.4975774282008,3.75715483645103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.17707211400864,1.23556277312681,1.77224990007203,0.931918310575258,1.69719854262051,2.00577822901941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.72367830561196,1.78782192457456,1.09917819237652,1.1540992128916,1.84797045102317,2.28701318364061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61113683274577,1.23215450634035,1.61248420849759,0.681536965546323,2.5838433266743,3.38404932049761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.548252601359883,1.05864433722435,1.67622738644228,0.750437995663881,2.002349840472,1.00687588970835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.21920311864491,0.643954332225191,1.70577840376737,0.461312709374738,2.47080482908684,1.3377782356043,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1653307538572,2.10245056720425,1.6270588279621,0.953112617971649,2.80782183046327,1.70701209949855,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0505589824493645,0.380612900401544,0.984402032667088,0.498352055041962,0.945101868702932,0.672469880177831,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0162099970664245,0.869353287445051,1.23381070560545,0.284573154329439,1.27018596839365,0.803372907190615,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61079266721082,0.704452243859321,1.32453206954655,0.41855654324704,2.30733641355153,1.79015959371104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.41912955393119,0.760608253907603,0.38147319331389,0.471375325962228,-0.147069320341953,0.620280915589875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.62394745849576,0.941408009103664,1.4488086536215,0.686997324474446,2.30653321724542,1.07726174017094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19778018568261,2.24393370176648,1.60367543599609,1.54319537295022,4.75804509568154,3.55659633760005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.73027160281708,1.13811068811504,-0.536157250882214,0.98723216220795,2.52105530493291,0.832034602059983,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.506621740571317,1.89994839736758,1.48790532174219,0.636583232210986,2.99633485998008,2.75811560805159,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.871289152850612,1.30152214877505,1.05272420967791,0.807820414067664,1.773442944227,3.34082769571844,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1131571071804,1.19565196363315,1.00443333336936,0.793744663349163,2.33098097024997,2.15499963952344,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.35794931583034,1.51369069133041,0.731412027158995,0.227200763021291,1.88296350136611,1.10721003145467,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.40275937607166,2.01636254664613,0.352497477044339,1.44803829898599,3.58878227479706,2.81870541374012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.38462064862665,1.76391530447842,1.2172597979931,0.933166157279612,3.24594291672771,4.33785730723798,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.36137580856049,0.998436704070688,0.79157801675016,0.915605738679972,3.41254113599127,1.91346810537607,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4777933309597,0.427866115156934,0.117215572258514,0.647759292329704,3.16925604688032,3.76628774056018,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.56265856167211,1.99418493891372,0.903133419794263,1.34350472720418,4.93121454598509,4.9108376617691,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00901009406212,0.911298562372168,0.0670668129586368,0.968157765658033,1.83302878044026,1.09543988072716,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.07989631030206,1.47765666880677,2.48530190109494,1.36565696416635,2.78362000789031,3.90717451876113,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.582567275371587,0.960372910129134,0.987963158164021,0.388671412547965,0.0794118396204448,-0.0926496737806403,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.32367445466844,3.02160489110803,0.816625360066851,1.32221493447155,3.87282253424472,4.21726271156306,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.23297600034424,1.46335352672462,0.856223448962829,0.962518072313661,2.6809273370493,2.76105464583051,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.803671789035364,1.10697631235336,0.766166914822445,1.13359244573943,1.83384810869967,0.621713146184794,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00936379656256,0.858934391675572,0.956201671838576,0.528593892874224,-0.175507053519977,1.11855578961336,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.22930798675752,0.1715825643186,0.301865823093341,0.475912835062562,0.469196348890777,1.02364409411848,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.811153496431482,0.811323426321492,0.383787703380053,0.847870252232404,-0.264804361583914,1.49840192578196,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83752926556079,0.910608993150037,0.0943899773007982,0.505696468361863,1.1700400852495,1.88907814677552,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.507622745871517,0.302980704440814,0.743487369811192,-0.353366163353732,0.173227500746645,1.57258789543139,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.672579378091298,0.552658259429164,0.324738173533131,0.180292004214646,0.071516684538087,2.44561467793513,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.515021889120379,0.400182819824796,0.562507145709665,-0.31421262799343,1.2071213201576,2.43037959495882,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.801571197537146,0.726528176106973,0.996301601913615,0.410113966645065,2.14960862276501,2.39518819374682,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.919707577327775,-0.676150204346212,0.958611166585306,-0.276823714398682,1.71123867986363,-0.414255327371031,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79934316151819,0.899323541039306,1.66835566584699,0.619062336496198,1.0556173154354,2.60891946514512,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.09258836406459,0.785985676746427,0.727072746510846,0.673024485356659,-0.332855061530828,0.1376423392757,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.194358877121971,0.819054267396357,0.103911519024946,0.451018705359274,0.801118985982226,2.14442851300853,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.80352118823583,-0.350478500073276,1.02458216778337,-0.418434182163704,-0.404672906315751,1.44703120819832,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.707093261062953,0.0666254279931693,0.903826374450333,0.0410163967444112,0.224805256960294,-0.359939301909695,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48738798296838,0.724410403429956,0.0430316820985093,0.186836182583038,0.34909823623313,1.11629783871466,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0261219878305939,0.298568016597387,2.73564688756817,-0.037757696201649,1.89163855186972,3.20665442557953,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.515501528808992,0.915956346855445,1.38336294090951,0.618156545719428,2.317995583721,5.35807289186834,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.25247934109007,0.216416866452119,0.60049044723519,0.0405188706194205,0.167496036234807,0.132469478746896,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.90133880249441,1.28378647656475,1.3894565721228,1.00547837409878,3.34473384945414,1.61585523391865,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5987988287248,0.516529967674557,0.953055000753158,0.407213692648474,0.755871522240002,1.40521559652375,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.148047295587478,2.04003914744527,0.729596074466405,0.899809033037807,1.27110171719098,2.70677808839926,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0808746125515777,0.7760908774743,-1.24696159955678,0.764520443136241,-0.206651920313942,-0.477694348432828,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4007131961879,-0.509215002790801,0.536385067766995,-0.253376211182409,1.14685136544834,2.09617710704589,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999729989704046,-0.28480484133406,1.56206365373382,-0.0677304461480585,0.935863535826444,2.33390177860257,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1894890806519,0.693621012397787,0.424791677864172,0.531379059714518,-0.0781381877643002,1.83655397043288,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97869873947483,1.42518685223928,-0.233536315730676,0.257100763947195,1.81554533653555,0.0223391493772156,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
