zrating,subjId,studyId,Visual,Somatomotor,dAttention,vAttention,Limbic,Frontoparietal,Default
-0.97145914420932,1,1,-0.517947412309501,0.0292426238508443,0.225149255528918,0.240288217443936,-0.155773260534241,0.31271414396146,0.17103720454919
-0.0811501359150491,1,1,-0.240513850896739,0.556061128118477,0.0334788340025009,0.473282425534447,0.0177762129528719,0.103507819129806,0.180878556695419
1.00887556295802,1,1,0.128874962842631,0.647160468161999,0.192867102891795,0.693602952961834,0.059470458132207,0.191447201348547,0.202727672603017
2.02997901487065,1,1,0.614178242014228,0.870440110565099,0.693328006580975,0.873809624675028,-0.0472691802153005,0.164062720663766,0.0509698788727738
-1.02742644885098,4,1,-0.066767332550683,0.549290374149293,-0.0555099987502776,0.459509703387984,-0.117941824419742,-0.174999264591616,0.00617164478089537
-0.0626725378935642,4,1,0.243261435836169,0.686849962345713,0.634321152309848,0.529524989890165,-0.0796767871090895,0.378945011955778,0.110313084233858
0.982206671750184,4,1,0.496194729683964,0.908293788149179,0.619936625737197,0.711193281280991,0.0931811816586254,0.387896797874125,0.307184460497029
1.96660687019609,4,1,0.347031975800105,0.921123755984695,0.526913983905748,0.617203974899445,0.0495155408445268,0.347839135793918,0.287489528730804
0.0394399161877049,5,1,0.0496180029875028,0.172374864578959,-0.0179758746946156,0.217148296264163,-0.136431257159816,0.298654485643349,0.129582506367005
0.782127709533441,5,1,0.161285791746175,0.567162227690105,0.0618351079208649,0.472904478565666,0.232279216705506,0.381077656341374,0.192924313601326
1.60082544839907,5,1,0.220391612544417,0.28849906511895,0.16432410683283,0.521547019791689,0.272737682312948,0.53711138320604,0.412845798233596
2.37578425357317,5,1,0.0435636516333518,0.378771945830246,0.157136514104351,0.65029119664451,0.322804892881299,0.525101461765241,0.335029059203019
-1.27454617973167,6,1,0.159476839849077,0.498898424447739,0.137201291064529,0.279161885450226,0.0887653629507595,0.179440469422607,0.211404462386565
-0.362721740285268,6,1,0.367527904455715,0.818718582955682,0.269562386194347,0.602125219449658,0.138749897124555,0.625751811829714,0.390734259761395
0.690122110805011,6,1,0.0632822566808643,1.10330431651977,0.100061740070379,0.718838648143581,0.116714317165607,0.791091038864653,0.530322048447368
1.63287502677683,6,1,0.192610710145652,1.24553265802051,0.422765813513101,0.764997007148815,0.00986923523996173,1.23882490065504,0.457735203023495
-1.11378549458886,7,1,0.49301159509488,0.086200312799045,0.810949449017434,0.659057352984038,0.0298355977924547,0.426134490758176,-0.0852194041318583
-0.220276917661019,7,1,0.199174288561258,0.325040757482087,0.635912474151586,0.618346117889061,0.0301268464279463,0.403872837536241,-0.0594495178879178
1.05714805519099,7,1,0.338307285271131,0.417891148765103,0.489433437657752,0.692769325350635,0.0411227976980929,0.325973219735839,0.148082521128435
2.0912422695394,7,1,0.401654694156471,0.450322690233194,0.610814783895322,0.692804071384775,0.0941283901338675,0.543373827003478,0.189738150972598
-1.23958300331958,9,1,-0.200949403820143,0.525159728492392,0.0268822925519971,0.299754739130447,0.201703615374804,0.16972077487357,0.181724157383938
-0.844079551745953,9,1,-0.241066051388731,0.806683560374309,0.0668129539190579,0.480139260362765,0.217360907560583,0.353956563147048,0.288788463706719
