painLessTaskZFisherR,model,validationStudyId
0.1276796816938,cRSN,1
0.225643732930676,cRSN,1
-0.12227773160127,cRSN,1
0.456919502945915,cRSN,1
0.162724476774279,cRSN,1
0.517744486692932,cRSN,1
0.0478711381328698,cRSN,1
0.385814001914855,cRSN,1
0.120729781182838,cRSN,1
0.0492986751043806,cRSN,1
0.219621251537845,cRSN,1
0.329237020585808,cRSN,1
0.0769377859053987,cRSN,1
0.0821574151675649,cRSN,1
0.140291787893771,cRSN,1
0.00172792360924386,cRSN,1
0.303307265386091,cRSN,1
0.22014727316418,cRSN,1
0.268998348646712,cRSN,1
-0.552844043647723,cRSN,1
0.800776732528131,cRSN,1
0.089202039514719,cRSN,1
0.012527185498336,painPathways,1
0.231211393023836,painPathways,1
0.22738116946623,painPathways,1
0.230563890818941,painPathways,1
0.0172862696725295,painPathways,1
-0.0403814730241419,painPathways,1
0.121197297503838,painPathways,1
0.27201333639894,painPathways,1
0.0375968356996929,painPathways,1
-0.0679863032587778,painPathways,1
0.0397217033332028,painPathways,1
-0.0608779381107714,painPathways,1
0.131465126061204,painPathways,1
0.237004854875239,painPathways,1
0.153209449422133,painPathways,1
0.202345154931021,painPathways,1
0.109613110218624,painPathways,1
0.339382499131861,painPathways,1
-0.109988130802336,painPathways,1
0.183195347794319,painPathways,1
0.0562404319985033,painPathways,1
0.237565723545565,painPathways,1
0.0572488243974352,painPathways,1
0.108488753316346,painPathways,1
-0.0465450897917056,painPathways,1
0.198026961446216,painPathways,1
0.318118567431598,painPathways,1
-0.0967748403871345,painPathways,1
0.0336491741963191,painPathways,1
0.469471299801099,painPathways,1
0.0228895246822918,painPathways,1
0.204824491467035,neurosynth,1
0.76541760770883,neurosynth,1
0.393324437985952,neurosynth,1
0.310253769093927,neurosynth,1
0.616357083509935,neurosynth,1
0.0302930764678463,neurosynth,1
0.422229319891755,neurosynth,1
0.680179682931154,neurosynth,1
0.399371705899383,neurosynth,1
-0.0185511619027278,neurosynth,1
0.607703663277637,neurosynth,1
-0.432764435032387,neurosynth,1
0.504553093839718,neurosynth,1
0.96484273020592,neurosynth,1
0.719052104347292,neurosynth,1
0.590787457550602,neurosynth,1
1.33192514452467,neurosynth,1
0.19792485569675,neurosynth,1
0.221383476544176,neurosynth,1
0.693363046119815,neurosynth,1
0.620806457603683,neurosynth,1
0.728602600718788,neurosynth,1
0.259293919436137,neurosynth,1
0.15464890482009,neurosynth,1
0.439979507211387,neurosynth,1
0.575876113602383,neurosynth,1
1.2729430447,neurosynth,1
-0.0419424248655753,neurosynth,1
0.259822746691335,neurosynth,1
0.863556896229666,neurosynth,1
0.391743402876249,neurosynth,1
0.229017330547521,fullBrain,1
1.16286210997878,fullBrain,1
0.646997470164717,fullBrain,1
0.820176527227673,fullBrain,1
0.837886731294678,fullBrain,1
-0.260421140262024,fullBrain,1
0.23637248811805,fullBrain,1
0.472391801911873,fullBrain,1
0.725859665094776,fullBrain,1
0.0705454296929638,fullBrain,1
0.286089816073435,fullBrain,1
-0.000742929072308815,fullBrain,1
0.194341255062429,fullBrain,1
0.822490049224333,fullBrain,1
0.90266022825741,fullBrain,1
1.11826924735542,fullBrain,1
1.77515688472894,fullBrain,1
0.112275525238651,fullBrain,1
0.286610071921557,fullBrain,1
0.891077310398079,fullBrain,1
0.893827226296843,fullBrain,1
1.1099120580058,fullBrain,1
-0.0324494985289282,fullBrain,1
0.753934619620556,fullBrain,1
0.32630920308896,fullBrain,1
1.33788614024586,fullBrain,1
1.01931602712785,fullBrain,1
0.124735852649233,fullBrain,1
0.269128882515726,fullBrain,1
1.1760159481499,fullBrain,1
-0.147434904771135,fullBrain,1
0.317954745278374,region,4
0.900440558662744,region,4
0.575212035527832,region,4
0.970802799589705,region,4
0.781968910881716,region,4
0.381833205162912,region,4
1.31580209269675,region,4
0.212233327441378,region,4
0.913002550759631,region,4
1.14113357753894,region,4
0.2921422416691,region,4
0.362629480144102,region,4
0.742759715140868,region,4
0.832226383976061,region,4
0.608276783682222,region,4
0.648658902277298,region,4
0.311778604596072,region,4
0.717081850940116,region,4
0.0772339882795713,region,4
0.640757292079656,region,4
0.537006602234458,region,4
0.847901393650498,region,4
0.712329501567143,region,4
0.683836498519901,region,4
0.873608365726156,region,4
0.625907710622715,region,4
0.848614189815236,region,4
0.989239311808798,region,4
0.851958895104355,region,4
0.430507134398287,region,4
0.221799366574622,region,4
-0.214346151012301,region,4
0.870762338876214,region,4
1.55061808466142,region,4
0.269697290640456,region,4
0.717206107423247,region,4
0.270866659085433,region,4
0.914093969437769,region,4
1.14880452133518,region,4
0.508179920826754,region,4
0.605199765176633,region,4
0.17683811279064,region,4
0.271117347393763,region,4
0.193110633310867,region,4
0.546111965961189,region,4
0.585587983017288,region,4
0.295277907143627,region,4
1.0477856883259,region,4
0.519143266792883,region,4
0.576383512507024,region,4
0.689602166144306,region,4
1.89266853323191,region,4
0.659140401036016,region,4
1.50555102614108,region,4
0.694719284256821,region,4
0.874781209097316,region,4
0.285118121245281,region,4
0.526960142294095,region,4
1.38879503693215,region,4
0.48010933064102,region,4
0.95502008066861,region,4
1.20659248690597,region,4
0.985804728456708,region,4
1.33168290678479,region,4
0.91767576404287,region,4
1.75370334574905,region,4
2.59876754818261,region,4
2.59236480228838,region,4
2.54092623326453,region,4
0.561640815984534,region,4
0.834091138172404,region,4
1.71259225750427,region,4
0.682335080420464,region,4
0.48528127847755,region,4
0.884470992418505,region,4
0.475259412043464,region,4
2.56055014693753,region,4
0.529131997110427,region,4
0.529474296851294,region,4
0.45949127595086,region,4
0.96335380090497,region,4
1.24393665039039,region,4
0.866557172132413,region,4
0.107535646629554,region,4
1.64303415045135,region,4
0.352388849942481,region,4
1.16557517803851,region,4
0.275594671962298,fRSN,4
0.472117738636788,fRSN,4
0.212559040317357,fRSN,4
0.774543209142136,fRSN,4
0.682854877031338,fRSN,4
0.0474765365349079,fRSN,4
-0.0232878318898689,fRSN,4
0.192951887511125,fRSN,4
0.489777818367882,fRSN,4
0.746182648069164,fRSN,4
0.560472409766456,fRSN,4
0.922837556544275,fRSN,4
0.728393552223697,fRSN,4
0.909594377941958,fRSN,4
0.222597639273603,fRSN,4
0.32780206676859,fRSN,4
0.537580288646668,fRSN,4
0.535137128254318,fRSN,4
0.579158165934493,fRSN,4
0.282220480254539,fRSN,4
0.55537402427952,fRSN,4
0.349382728876797,fRSN,4
0.546982391863137,fRSN,4
0.28963934392452,fRSN,4
0.453096463215752,fRSN,4
-0.340347345161574,fRSN,4
0.259113992501867,fRSN,4
0.63461006419755,fRSN,4
0.42778990942533,fRSN,4
0.13871301935275,fRSN,4
0.532169882436193,fRSN,4
-0.191114952759075,fRSN,4
0.28699714243092,fRSN,4
0.968919284450023,fRSN,4
0.673185941080277,fRSN,4
0.318250265154951,fRSN,4
-0.0267082575272732,fRSN,4
0.491194381953159,fRSN,4
0.444543752210219,fRSN,4
0.238513125713548,fRSN,4
0.371047084048377,fRSN,4
0.380834364413643,fRSN,4
0.140058132898934,fRSN,4
0.206119940426693,fRSN,4
0.197193656513724,fRSN,4
0.358546832268909,fRSN,4
0.249326850510571,fRSN,4
0.160759248786707,fRSN,4
0.441991658043351,fRSN,4
1.36752540480035,fRSN,4
0.166756101642621,fRSN,4
0.926830484106188,fRSN,4
0.470132299671217,fRSN,4
0.514222110377068,fRSN,4
-0.0209971931617587,fRSN,4
0.730874029791826,fRSN,4
0.390248849441933,fRSN,4
0.0943983821677737,fRSN,4
-0.108173460033878,fRSN,4
-0.00100976168658568,fRSN,4
1.02180807131764,fRSN,4
0.305234441585283,fRSN,4
0.153722219564472,fRSN,4
0.775645762493047,fRSN,4
0.375257595817537,fRSN,4
0.880835517040547,fRSN,4
0.477733100454855,fRSN,4
0.323369207690501,fRSN,4
0.570427395233405,fRSN,4
0.759877083367373,fRSN,4
-0.118828901812402,fRSN,4
0.658047433900907,fRSN,4
0.588452524260808,fRSN,4
0.496603289605078,fRSN,4
0.0720782910437369,fRSN,4
0.597950640065178,fRSN,4
1.35316830731702,fRSN,4
0.491955948126238,fRSN,4
0.469982896201808,fRSN,4
0.328139854742197,fRSN,4
0.305498365823535,fRSN,4
1.13622382962078,fRSN,4
0.626759469283135,fRSN,4
0.212685551740011,fRSN,4
0.802554364027128,fRSN,4
0.0684455240045366,fRSN,4
0.362572042087614,fRSN,4
0.393300341858426,cRSN,4
-0.327222239426524,cRSN,4
0.108773082276622,cRSN,4
0.200951612913854,cRSN,4
0.0676540306115275,cRSN,4
0.150080453485608,cRSN,4
-0.0200956452242077,cRSN,4
0.120570356839783,cRSN,4
0.327409867098267,cRSN,4
0.450762716481389,cRSN,4
0.134816438429092,cRSN,4
0.340573633731899,cRSN,4
0.370349494405581,cRSN,4
0.234570862185375,cRSN,4
0.0314680693779626,cRSN,4
-0.002310250790451,cRSN,4
0.205184130103342,cRSN,4
0.162502002006349,cRSN,4
0.133859441849414,cRSN,4
-0.049720438491883,cRSN,4
0.12382256880851,cRSN,4
0.2081841732988,cRSN,4
-0.0107867669428952,cRSN,4
-0.126948661411989,cRSN,4
0.3920960594714,cRSN,4
-0.00769745611297168,cRSN,4
-0.434179298062786,cRSN,4
0.255666713205638,cRSN,4
0.16705764237113,cRSN,4
-0.276279446298995,cRSN,4
-0.103321653997243,cRSN,4
0.0541368321859398,cRSN,4
-0.193799841402122,cRSN,4
0.122983797331738,cRSN,4
0.392547481035177,cRSN,4
0.0542254587070209,cRSN,4
0.303477670175394,cRSN,4
0.336249973352722,cRSN,4
0.33736366919079,cRSN,4
0.0437163679227104,cRSN,4
0.301916505748745,cRSN,4
-0.123609226447708,cRSN,4
-0.186137507050824,cRSN,4
-0.115458740974381,cRSN,4
-0.117870906428855,cRSN,4
0.328675857286319,cRSN,4
0.414692149998882,cRSN,4
-0.0330930343804283,cRSN,4
0.135997819880942,cRSN,4
-0.13606805906993,cRSN,4
0.449689661101637,cRSN,4
0.289260640155798,cRSN,4
-0.22322065644032,cRSN,4
0.260559407026177,cRSN,4
-0.55603371278943,cRSN,4
0.262807192371634,cRSN,4
0.00846638097568425,cRSN,4
0.732638471466809,cRSN,4
0.351056921025484,cRSN,4
0.535573362302476,cRSN,4
0.272609424177479,cRSN,4
0.0683468026833139,cRSN,4
-0.274880991806515,cRSN,4
0.178829534989824,cRSN,4
0.0157255427469219,cRSN,4
0.398488024642338,cRSN,4
0.271665652077834,cRSN,4
0.400784841006656,cRSN,4
0.163334730317241,cRSN,4
-0.17363473874666,cRSN,4
-0.162898924742819,cRSN,4
0.0769085109235428,cRSN,4
-0.218861105117558,cRSN,4
-0.061662396962762,cRSN,4
-0.23270377744194,cRSN,4
0.0242040788159,cRSN,4
0.326569159704503,cRSN,4
0.00427035038426871,cRSN,4
-0.0812273450054627,cRSN,4
0.252571445377708,cRSN,4
0.0647078401087415,cRSN,4
0.474130319067647,cRSN,4
0.398929058210079,cRSN,4
-0.0627592031482136,cRSN,4
0.00534261916423717,cRSN,4
0.133827640894567,cRSN,4
-0.0215358552605017,cRSN,4
0.0722411090170428,painPathways,4
0.124330593247091,painPathways,4
0.133045954518549,painPathways,4
0.215149422047728,painPathways,4
0.162895023741074,painPathways,4
-0.095895110339727,painPathways,4
0.0506054487050958,painPathways,4
0.162050975680588,painPathways,4
0.165585354168258,painPathways,4
0.294484514654277,painPathways,4
0.194448897014286,painPathways,4
-0.0200136811253188,painPathways,4
0.108273978942288,painPathways,4
0.214520829159227,painPathways,4
0.0612812139397764,painPathways,4
0.0734620439844899,painPathways,4
0.148372053272237,painPathways,4
0.0549978265443395,painPathways,4
0.0965788264392153,painPathways,4
0.191839014049444,painPathways,4
0.206815577175278,painPathways,4
0.174784968579476,painPathways,4
0.128639882305367,painPathways,4
0.137960278416751,painPathways,4
0.223710282679067,painPathways,4
0.0728100302660966,painPathways,4
0.110679569896596,painPathways,4
0.213180412109068,painPathways,4
0.184904480307379,painPathways,4
-0.00758310990278821,painPathways,4
0.0689378284477122,painPathways,4
-0.216594654103561,painPathways,4
0.150353059913113,painPathways,4
0.388785637947086,painPathways,4
0.239159471708486,painPathways,4
0.135569916810248,painPathways,4
-0.0444957082401855,painPathways,4
0.237930425025163,painPathways,4
0.198349770682682,painPathways,4
0.00862793442399656,painPathways,4
0.102909824606573,painPathways,4
-0.0409520760508864,painPathways,4
0.0448235259429816,painPathways,4
0.109916503374587,painPathways,4
0.0401687588821338,painPathways,4
-0.0439361995027488,painPathways,4
-0.0729505637019224,painPathways,4
0.217746732356955,painPathways,4
0.166045485466582,painPathways,4
0.176101285756778,painPathways,4
0.129035184249622,painPathways,4
0.473078507432765,painPathways,4
0.0812877208768922,painPathways,4
0.219376068267285,painPathways,4
-0.0273074972908177,painPathways,4
0.155597837971267,painPathways,4
0.154725676678089,painPathways,4
0.16298019130285,painPathways,4
0.297701875085267,painPathways,4
-0.23000058558087,painPathways,4
0.358708201994852,painPathways,4
0.00623790274037953,painPathways,4
0.120716193726845,painPathways,4
0.171913474160716,painPathways,4
-0.277923432848906,painPathways,4
0.270395087143127,painPathways,4
0.224251541059439,painPathways,4
0.105063317768338,painPathways,4
0.0616460746181249,painPathways,4
0.25740986480206,painPathways,4
0.157155803447226,painPathways,4
0.180446309740798,painPathways,4
0.0864056802967407,painPathways,4
0.148122640092763,painPathways,4
-0.19593147441179,painPathways,4
0.103251217036,painPathways,4
0.444741248939587,painPathways,4
0.150163786418061,painPathways,4
-0.0234811668162306,painPathways,4
0.168496071636539,painPathways,4
-0.0336043140136827,painPathways,4
0.333870728064672,painPathways,4
0.225409852408321,painPathways,4
-0.0406764380683104,painPathways,4
0.43011992932251,painPathways,4
0.0509988154474822,painPathways,4
0.0888842844328107,painPathways,4
0.383709626885099,neurosynth,4
0.734805764064428,neurosynth,4
0.626037653780661,neurosynth,4
1.18404029330931,neurosynth,4
1.19713398632453,neurosynth,4
0.464540841364435,neurosynth,4
0.919166376808643,neurosynth,4
0.236481737990017,neurosynth,4
1.81222679144354,neurosynth,4
1.19860737128985,neurosynth,4
1.1266491091212,neurosynth,4
1.66160173030115,neurosynth,4
0.807339575880135,neurosynth,4
1.26684211169561,neurosynth,4
0.89556513233934,neurosynth,4
0.60384719157496,neurosynth,4
0.96414999651502,neurosynth,4
-0.127933769986334,neurosynth,4
0.518354417784667,neurosynth,4
0.683328844263715,neurosynth,4
0.879973894378397,neurosynth,4
1.26303458600642,neurosynth,4
0.974215941494413,neurosynth,4
0.514697225097431,neurosynth,4
1.43399679934509,neurosynth,4
0.637749517397088,neurosynth,4
0.576438142942948,neurosynth,4
0.922928039393812,neurosynth,4
0.759598938372073,neurosynth,4
0.146472748257219,neurosynth,4
0.142361945578084,neurosynth,4
-0.178376302555234,neurosynth,4
0.81518542054273,neurosynth,4
1.47159428510071,neurosynth,4
1.17159854828256,neurosynth,4
0.948319102290062,neurosynth,4
0.394165982176512,neurosynth,4
1.63930804517863,neurosynth,4
1.11202820970556,neurosynth,4
0.500978840572303,neurosynth,4
1.21366431703079,neurosynth,4
0.766062837770439,neurosynth,4
0.236104216406237,neurosynth,4
0.72375505465786,neurosynth,4
0.782680439074369,neurosynth,4
1.67846898694751,neurosynth,4
1.00930691897822,neurosynth,4
1.21771906996584,neurosynth,4
0.367647902419572,neurosynth,4
1.2554381811057,neurosynth,4
1.45413528236997,neurosynth,4
0.861752130982635,neurosynth,4
0.377394074398656,neurosynth,4
1.63963342609848,neurosynth,4
0.600251449720434,neurosynth,4
0.662756931817321,neurosynth,4
0.784764208482219,neurosynth,4
0.0373390806075709,neurosynth,4
0.685330298656745,neurosynth,4
0.534908934407635,neurosynth,4
1.0057356152573,neurosynth,4
1.43896062571517,neurosynth,4
0.873380663428472,neurosynth,4
0.74762723217473,neurosynth,4
1.52625391608776,neurosynth,4
1.3585669037754,neurosynth,4
0.584239601656729,neurosynth,4
1.52442688196868,neurosynth,4
1.60590245679413,neurosynth,4
0.844160169904236,neurosynth,4
0.833025956471061,neurosynth,4
1.61673777939445,neurosynth,4
0.363412432338091,neurosynth,4
0.517369936537654,neurosynth,4
1.06199619687682,neurosynth,4
0.872377333810354,neurosynth,4
1.62234458976206,neurosynth,4
0.571512972334049,neurosynth,4
0.399931574649194,neurosynth,4
0.355518464869311,neurosynth,4
1.04378781422833,neurosynth,4
1.01687443712579,neurosynth,4
0.784571350159568,neurosynth,4
0.626314664385888,neurosynth,4
1.39466822492438,neurosynth,4
0.368776863017695,neurosynth,4
0.516164281453505,neurosynth,4
1.08326973517521,fullBrain,4
1.07909107475496,fullBrain,4
0.348689920811639,fullBrain,4
0.672341068717637,fullBrain,4
0.551776744261219,fullBrain,4
-0.177617493785264,fullBrain,4
0.594644837535929,fullBrain,4
0.0912555292552649,fullBrain,4
1.24678329989804,fullBrain,4
0.639142333176127,fullBrain,4
1.0068345876815,fullBrain,4
0.539130264909519,fullBrain,4
-0.099220605214726,fullBrain,4
0.243089024664027,fullBrain,4
0.596091353125087,fullBrain,4
0.314527545988103,fullBrain,4
0.111902442034386,fullBrain,4
-0.349496090357329,fullBrain,4
-0.0343994073395339,fullBrain,4
0.0287676221337285,fullBrain,4
0.367829079089606,fullBrain,4
-0.290024987911702,fullBrain,4
0.682214763662705,fullBrain,4
0.236660951576284,fullBrain,4
1.57742279142314,fullBrain,4
1.08615490114358,fullBrain,4
0.819652993714796,fullBrain,4
1.24115424071999,fullBrain,4
0.389830884153974,fullBrain,4
0.295212082807149,fullBrain,4
0.132251627728879,fullBrain,4
-0.0664961723964576,fullBrain,4
0.468436091136205,fullBrain,4
1.48828306338155,fullBrain,4
0.872246788225199,fullBrain,4
0.759520215704014,fullBrain,4
-0.00720929849941065,fullBrain,4
0.837219359584297,fullBrain,4
1.2864644477212,fullBrain,4
0.528783028140601,fullBrain,4
1.05268483036126,fullBrain,4
0.282362923801356,fullBrain,4
0.528025814623713,fullBrain,4
0.724651201944683,fullBrain,4
1.05412550242368,fullBrain,4
1.13630154229671,fullBrain,4
0.537746318321738,fullBrain,4
0.471351957643515,fullBrain,4
-0.222940335053869,fullBrain,4
0.991102870874484,fullBrain,4
0.983791436758503,fullBrain,4
0.596665916034852,fullBrain,4
-0.662590340194403,fullBrain,4
-0.0203280767058907,fullBrain,4
-0.293110271035689,fullBrain,4
-0.306277795929796,fullBrain,4
-0.61642756492811,fullBrain,4
-0.255997353224624,fullBrain,4
-0.608298663158499,fullBrain,4
1.30643010139295,fullBrain,4
0.763626222916184,fullBrain,4
-0.169279948847187,fullBrain,4
0.438344859793064,fullBrain,4
0.0850129062621334,fullBrain,4
0.549734779707503,fullBrain,4
0.542083019420419,fullBrain,4
0.341955937118389,fullBrain,4
0.150298563066219,fullBrain,4
1.11436466599542,fullBrain,4
-0.156961809768316,fullBrain,4
-0.220195123696508,fullBrain,4
1.41751803279649,fullBrain,4
-0.88092063414046,fullBrain,4
0.629106675106367,fullBrain,4
-0.413244291660949,fullBrain,4
0.0294041596091222,fullBrain,4
1.14169926391006,fullBrain,4
0.740229331489861,fullBrain,4
0.438390491793168,fullBrain,4
0.0314207862431719,fullBrain,4
0.943849552474713,fullBrain,4
0.960496382042063,fullBrain,4
0.495935311211703,fullBrain,4
0.354275890647269,fullBrain,4
1.55849805551176,fullBrain,4
0.278395583176261,fullBrain,4
0.157548843832207,fullBrain,4
