region,fRSN,cRSN,painPathways,neurosynth,fullBrain,subjId,validationStudyId,pain
1.14339061181938,0.631329860101445,-0.347355518200759,0.0520902345315775,1.23791958927225,-0.399148727701115,1,1,1
1.11029629866829,0.321567744157146,1.04074679747949,0.784504474388581,1.13613480163452,1.50648076693372,2,1,1
0.629281646707191,0.700308840142898,1.35519574755396,1.50594665379692,0.032564584762691,0.327537688736771,3,1,1
1.26326785443278,1.10066544995597,0.381706692535974,0.971926646690323,0.602974226587288,0.771570308062979,4,1,1
-0.871607060044098,0.214871956577034,1.1915961271864,-0.18684261786968,1.79306610630134,0.36227119287678,5,1,1
1.35360537530889,1.04713969598255,1.94917726868139,1.57768153018821,1.66499910396413,1.7427176672478,6,1,1
0.864595207129777,1.86130239138638,1.411820606224,2.08051221618097,1.7914918784772,1.64279477095041,7,1,1
0.0324705273290819,0.784688575064278,-0.476254263056057,1.52840712375611,-0.271752759816025,3.21491148300746,8,1,1
-0.0191887261021679,1.49606623362557,-0.106487683837266,0.749125200119082,1.06066875924229,1.11674139484177,9,1,1
1.97526237785767,0.529605166015355,1.03268996786155,0.687068738672659,0.889523314132081,2.65284678795055,10,1,1
0.806745286568037,-0.227376131115415,-0.873330412278065,0.00452494635312624,-0.876693271251376,-0.324249967338763,11,1,1
1.09607781331686,1.44187664449886,-0.723074532354909,1.02635099313318,0.884696924994555,0.524637389080567,12,1,1
-0.818281681291392,-1.06228894683159,-0.341007557528919,-0.192971480396169,-0.45803157052023,-1.52828561982499,13,1,1
-0.0519947231638652,1.02025937620797,1.08745446809481,0.5572741956438,0.649325628054153,1.40871786923294,14,1,1
0.308946492108653,0.572717735975642,0.290677893378683,0.698071298828301,0.875879280071443,0.319489414787342,15,1,1
2.10683724403504,2.41514396531518,1.41480965102907,1.91979495994805,2.20420394397523,2.78532103946018,16,1,1
1.10867453255038,2.18666941505034,-0.202653941046821,1.36560125717021,1.51406853973897,1.0466795460996,17,1,1
0.602226499509757,1.57147695797579,1.31457502128688,1.50044021262817,2.56713719349961,2.34354538339174,18,1,1
-1.08288817335841,0.290255554485936,-0.368276447669105,0.846832834175868,-0.200773838944563,-0.380417432319694,19,1,1
0.515075707698263,0.693573233604892,-0.58001143548093,0.123769184940365,-0.145431917892318,-0.842413005023099,20,1,1
0.0409219351184074,1.7922854239489,0.00778025385249011,0.806317414774843,-0.111655083200188,-0.816182803166348,21,1,1
1.54091295791312,0.817227525942361,0.807939614395813,1.14395549849726,1.12155607798,0.965922307019397,22,1,1
